Start Timestamp,,,,End Timestamp,,,,,,Reason Code,,,,,,,,,Time (Fmt),,
7/27/2022 4:06:20 PM,,,,07/27/2022 04:10:57 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:37,,
7/27/2022 4:16:10 PM,,,,07/27/2022 04:18:19 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:09,,
7/27/2022 4:40:10 PM,,,,07/27/2022 04:43:18 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:08,,
7/27/2022 4:43:18 PM,,,,07/27/2022 04:46:03 PM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:02:45,,
7/27/2022 4:50:13 PM,,,,07/27/2022 04:52:41 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:28,,
7/27/2022 4:59:11 PM,,,,07/27/2022 05:01:55 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:44,,
7/27/2022 5:18:28 PM,,,,07/27/2022 05:19:29 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:01,,
7/27/2022 5:23:39 PM,,,,07/27/2022 05:26:02 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:23,,
7/27/2022 5:28:32 PM,,,,07/27/2022 05:31:13 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:41,,
7/27/2022 5:31:32 PM,,,,07/27/2022 05:31:43 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:00:11,,
7/27/2022 5:31:43 PM,,,,07/27/2022 05:33:33 PM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:01:50,,
7/27/2022 6:08:14 PM,,,,07/27/2022 06:11:52 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:38,,
7/27/2022 6:36:56 PM,,,,07/27/2022 06:39:32 PM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:02:36,,
7/28/2022 8:38:46 AM,,,,07/28/2022 08:41:17 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:31,,
7/28/2022 8:45:09 AM,,,,07/28/2022 08:50:18 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:05:09,,
7/28/2022 8:55:19 AM,,,,07/28/2022 08:57:57 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:38,,
7/28/2022 9:00:48 AM,,,,07/28/2022 09:03:35 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:47,,
7/28/2022 9:07:18 AM,,,,07/28/2022 09:12:00 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:42,,
7/28/2022 9:13:22 AM,,,,07/28/2022 09:16:18 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:56,,
7/28/2022 9:19:42 AM,,,,07/28/2022 09:23:44 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:02,,
7/28/2022 9:28:28 AM,,,,07/28/2022 09:30:25 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:57,,
7/28/2022 9:32:33 AM,,,,07/28/2022 09:34:36 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:03,,
7/28/2022 9:43:29 AM,,,,07/28/2022 09:50:07 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:06:38,,
7/28/2022 9:56:07 AM,,,,07/28/2022 10:00:42 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:35,,
7/28/2022 10:07:41 AM,,,,07/28/2022 10:11:14 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:33,,
7/28/2022 10:14:34 AM,,,,07/28/2022 10:16:56 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:22,,
7/28/2022 10:17:45 AM,,,,07/28/2022 10:23:00 AM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:05:15,,
7/28/2022 10:24:44 AM,,,,07/28/2022 10:26:16 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:32,,
7/28/2022 10:31:53 AM,,,,07/28/2022 10:36:09 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:16,,
7/28/2022 10:38:24 AM,,,,07/28/2022 10:41:09 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:45,,
7/28/2022 10:42:22 AM,,,,07/28/2022 10:45:14 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:52,,
7/28/2022 10:49:45 AM,,,,07/28/2022 10:52:27 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:42,,
7/28/2022 10:54:42 AM,,,,07/28/2022 10:57:02 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:20,,
7/28/2022 11:08:17 AM,,,,07/28/2022 11:09:26 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:09,,
7/28/2022 11:11:27 AM,,,,07/28/2022 11:13:05 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:38,,
7/28/2022 11:23:54 AM,,,,07/28/2022 11:28:14 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:20,,
7/28/2022 11:30:56 AM,,,,07/28/2022 11:32:19 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:23,,
7/28/2022 11:34:36 AM,,,,07/28/2022 11:38:04 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:28,,
7/28/2022 11:44:29 AM,,,,07/28/2022 11:45:49 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:20,,
7/28/2022 11:52:10 AM,,,,07/28/2022 11:56:11 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:01,,
7/28/2022 12:02:13 PM,,,,07/28/2022 12:05:35 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:22,,
7/28/2022 12:10:31 PM,,,,07/28/2022 12:12:17 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:46,,
7/28/2022 12:12:17 PM,,,,07/28/2022 12:15:57 PM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:03:40,,
7/28/2022 12:17:55 PM,,,,07/28/2022 12:21:18 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:23,,
7/28/2022 12:23:48 PM,,,,07/28/2022 12:26:31 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:43,,
7/28/2022 12:30:40 PM,,,,07/28/2022 12:33:04 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:24,,
7/28/2022 12:33:57 PM,,,,07/28/2022 12:35:59 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:02,,
7/28/2022 12:44:06 PM,,,,07/28/2022 12:51:02 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:06:56,,
7/28/2022 1:00:45 PM,,,,07/28/2022 01:00:59 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:00:14,,
7/28/2022 1:00:59 PM,,,,07/28/2022 02:02:15 PM,,,,,,ReasonCodeDescription=WorkQueue,,,,,,,,,01:01:16,,
7/28/2022 2:02:15 PM,,,,07/28/2022 02:27:54 PM,,,,,,ReasonCodeDescription=Lunch,,,,,,,,,00:25:39,,
7/28/2022 3:13:26 PM,,,,07/28/2022 03:17:45 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:19,,
7/28/2022 3:20:30 PM,,,,07/28/2022 03:22:36 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:06,,
7/28/2022 3:27:10 PM,,,,07/28/2022 03:29:25 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:15,,
7/28/2022 3:33:11 PM,,,,07/28/2022 03:37:33 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:22,,
7/28/2022 3:41:08 PM,,,,07/28/2022 03:42:53 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:45,,
7/28/2022 3:44:35 PM,,,,07/28/2022 03:48:09 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:34,,
7/28/2022 3:49:32 PM,,,,07/28/2022 03:53:18 PM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:03:46,,
7/28/2022 4:01:39 PM,,,,07/28/2022 04:03:04 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:25,,
7/28/2022 4:03:04 PM,,,,07/28/2022 04:38:44 PM,,,,,,ReasonCodeDescription=Meeting,,,,,,,,,00:35:40,,
7/28/2022 5:04:51 PM,,,,07/28/2022 05:07:14 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:23,,
7/28/2022 5:34:23 PM,,,,07/28/2022 05:36:46 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:23,,
7/28/2022 5:37:22 PM,,,,07/28/2022 05:37:26 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:00:04,,
7/28/2022 5:43:30 PM,,,,07/28/2022 05:46:09 PM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:02:39,,
7/28/2022 6:14:30 PM,,,,07/28/2022 06:16:45 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:15,,
7/28/2022 6:42:16 PM,,,,07/28/2022 06:47:38 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:05:22,,
7/29/2022 8:42:32 AM,,,,07/29/2022 08:45:59 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:27,,
7/29/2022 8:53:58 AM,,,,07/29/2022 08:57:15 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:17,,
7/29/2022 9:01:10 AM,,,,07/29/2022 09:04:23 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:13,,
7/29/2022 9:12:54 AM,,,,07/29/2022 09:15:59 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:05,,
7/29/2022 9:16:34 AM,,,,07/29/2022 09:20:53 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:19,,
7/29/2022 9:25:24 AM,,,,07/29/2022 09:30:35 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:05:11,,
7/29/2022 9:39:52 AM,,,,07/29/2022 09:44:39 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:47,,
7/29/2022 9:49:33 AM,,,,07/29/2022 09:52:24 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:51,,
7/29/2022 9:56:02 AM,,,,07/29/2022 09:59:17 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:15,,
7/29/2022 10:05:58 AM,,,,07/29/2022 10:09:36 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:38,,
7/29/2022 10:18:34 AM,,,,07/29/2022 10:24:48 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:06:14,,
7/29/2022 10:35:21 AM,,,,07/29/2022 10:40:40 AM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:05:19,,
7/29/2022 10:41:39 AM,,,,07/29/2022 10:43:25 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:46,,
7/29/2022 10:47:44 AM,,,,07/29/2022 10:50:36 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:52,,
7/29/2022 10:54:11 AM,,,,07/29/2022 10:54:15 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:00:04,,
7/29/2022 10:55:15 AM,,,,07/29/2022 10:55:45 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:00:30,,
7/29/2022 11:07:57 AM,,,,07/29/2022 11:12:24 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:27,,
7/29/2022 11:16:52 AM,,,,07/29/2022 11:18:57 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:05,,
7/29/2022 11:20:40 AM,,,,07/29/2022 11:22:15 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:35,,
7/29/2022 11:26:34 AM,,,,07/29/2022 11:30:56 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:22,,
7/29/2022 11:41:46 AM,,,,07/29/2022 11:45:04 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:18,,
7/29/2022 11:50:34 AM,,,,07/29/2022 11:54:25 AM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:51,,
7/29/2022 12:05:11 PM,,,,07/29/2022 12:08:32 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:21,,
7/29/2022 12:11:21 PM,,,,07/29/2022 12:14:06 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:45,,
7/29/2022 12:14:06 PM,,,,07/29/2022 12:18:07 PM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:04:01,,
7/29/2022 12:19:23 PM,,,,07/29/2022 12:22:05 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:42,,
7/29/2022 12:27:04 PM,,,,07/29/2022 12:31:48 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:44,,
7/29/2022 12:38:42 PM,,,,07/29/2022 12:41:40 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:58,,
7/29/2022 12:42:12 PM,,,,07/29/2022 12:44:39 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:27,,
7/29/2022 12:47:01 PM,,,,07/29/2022 12:52:36 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:05:35,,
7/29/2022 12:55:39 PM,,,,07/29/2022 01:00:59 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:05:20,,
7/29/2022 1:00:59 PM,,,,07/29/2022 01:33:59 PM,,,,,,ReasonCodeDescription=WorkQueue,,,,,,,,,00:33:00,,
7/29/2022 1:35:34 PM,,,,07/29/2022 01:36:35 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:01,,
7/29/2022 1:55:35 PM,,,,07/29/2022 01:56:39 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:04,,
7/29/2022 1:57:59 PM,,,,07/29/2022 02:01:26 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:27,,
7/29/2022 2:07:01 PM,,,,07/29/2022 02:08:12 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:11,,
7/29/2022 2:08:12 PM,,,,07/29/2022 03:05:54 PM,,,,,,ReasonCodeDescription=Lunch,,,,,,,,,00:57:42,,
7/29/2022 3:09:37 PM,,,,07/29/2022 03:18:57 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:09:20,,
7/29/2022 3:22:26 PM,,,,07/29/2022 03:28:27 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:06:01,,
7/29/2022 3:37:49 PM,,,,07/29/2022 03:41:24 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:35,,
7/29/2022 3:44:54 PM,,,,07/29/2022 03:48:34 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:40,,
7/29/2022 3:50:32 PM,,,,07/29/2022 03:53:21 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:49,,
7/29/2022 3:54:47 PM,,,,07/29/2022 03:57:49 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:02,,
7/29/2022 4:02:09 PM,,,,07/29/2022 04:06:29 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:20,,
7/29/2022 4:09:07 PM,,,,07/29/2022 04:12:27 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:20,,
7/29/2022 4:24:58 PM,,,,07/29/2022 04:28:31 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:33,,
7/29/2022 4:34:28 PM,,,,07/29/2022 04:39:02 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:34,,
7/29/2022 4:51:31 PM,,,,07/29/2022 04:53:48 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:17,,
7/29/2022 4:58:26 PM,,,,07/29/2022 05:00:49 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:02:23,,
7/29/2022 5:02:43 PM,,,,07/29/2022 05:05:50 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:07,,
7/29/2022 5:33:39 PM,,,,07/29/2022 05:34:40 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:01:01,,
7/29/2022 5:59:24 PM,,,,07/29/2022 06:03:31 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:04:07,,
7/29/2022 6:27:20 PM,,,,07/29/2022 06:30:29 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:03:09,,
7/29/2022 6:30:29 PM,,,,07/29/2022 06:32:52 PM,,,,,,ReasonCodeDescription=Break,,,,,,,,,00:02:23,,
7/29/2022 7:03:03 PM,,,,07/29/2022 07:03:32 PM,,,,,,ReasonCodeDescription=AfterCallWrapup,,,,,,,,,00:00:29,,
